rut_cliente,malo_en_los_12m,cantidad_tarjetas_credito,ingreso,meses_en_su_actual_trabajo
7657000,0,0,2250000,144
7660500,0,0,450000,24
7661500,0,0,1180500,120
7662000,0,0,900000,36
7663000,0,0,2065500,192
7665000,0,0,1239000,0
7666500,0,0,450000,0
7668500,0,0,361500,156
7670000,0,0,1231500,48
7672000,1,0,337500,12
7672500,0,0,1608000,192
7673500,0,0,450000,12
7674000,0,0,1050000,0
7675500,0,0,1200000,60
7677000,0,0,529500,72
7678000,0,0,393000,0
7680000,0,0,684000,24
7683500,0,0,270000,0
7688000,1,0,1500000,36
7689500,0,0,330000,12
7690500,0,0,1200000,0
7693000,0,1,718500,12
7693500,0,1,840000,12
7697500,1,0,900000,12
7699500,1,0,450000,12
7702500,1,1,1546500,0
7704000,0,0,1200000,12
7705500,0,0,1123500,12
7706500,0,0,375000,72
7709000,1,0,375000,12
7710500,0,0,1812000,12
7713500,1,0,486000,12
7714500,0,0,450000,72
7717000,0,0,622500,12
7718000,0,0,450000,12
7718500,0,0,532500,12
7719000,1,0,285000,0
7719500,0,0,300000,0
7720500,0,0,435000,156
7722000,0,1,538500,36
7724000,0,0,270000,0
7725000,0,0,387000,48
7725500,1,0,420000,24
7727500,1,0,280500,12
7728000,0,0,529500,0
7729000,0,0,540000,0
7729500,0,0,424500,12
7730500,0,0,675000,60
7732500,0,0,600000,36
7733500,1,0,345000,24
7734000,0,0,450000,0
7734500,0,1,1992000,72
7735500,0,0,675000,36
7736000,0,0,1732500,108
7737500,0,0,1111500,12
7738500,0,0,900000,144
7740000,0,0,450000,36
7741000,0,0,300000,72
7742500,1,0,496500,12
7743000,0,1,730500,12
7745000,0,0,562500,120
7745500,0,0,405000,0
7747000,1,0,375000,12
7748000,0,0,540000,0
7753500,0,0,408000,60
7754000,0,0,750000,72
7754500,0,0,270000,12
7755000,1,0,1050000,36
7755500,0,0,1200000,12
7757000,1,0,415500,0
7758000,0,0,913500,48
7759500,0,0,270000,0
7760000,1,0,675000,0
7760500,0,2,810000,12
7761000,0,0,730500,84
7761500,1,0,420000,0
7762500,0,0,2577000,12
7763000,0,1,1579500,24
7763500,0,0,610500,0
7765500,1,0,420000,24
7766000,0,0,450000,72
7768000,0,0,594000,0
7770000,0,0,270000,12
7778000,0,1,1800000,192
7778500,1,0,720000,24
7779500,0,0,301500,0
7780000,0,0,300000,36
7782000,0,0,480000,84
7783500,0,0,367500,24
7784500,0,0,270000,108
7785500,0,0,619500,12
7787000,0,1,1200000,0
7788500,1,0,556500,12
7791000,0,0,511500,36
7794500,0,0,900000,24
7795000,0,0,1350000,24
7795500,0,0,1350000,12
7796000,0,0,300000,0
7801500,0,0,270000,120
7802500,0,0,448500,24
7804500,0,0,678000,60
7805500,0,0,300000,84
7806000,0,0,600000,12
7807500,0,0,675000,24
7808500,0,0,1777500,120
7809500,0,0,1020000,0
7810500,1,1,936000,72
7813000,0,0,430500,12
7813500,0,0,375000,24
7814000,0,0,613500,48
7814500,0,0,2430000,132
7817000,0,0,433500,36
7820000,0,0,525000,12
7821000,1,0,600000,12
7822000,0,0,450000,84
7822500,1,0,375000,12
7823500,1,0,1035000,120
7824500,0,0,900000,24
7825000,1,0,450000,0
7828000,0,1,829500,36
7828500,0,0,618000,48
7829500,0,1,1065000,0
7830500,0,0,750000,72
7831000,1,0,270000,36
7833000,0,1,781500,12
7836500,0,0,540000,12
7838500,0,1,1650000,12
7839500,0,0,900000,0
7846000,1,1,705000,12
7850000,0,1,1134000,84
7851500,1,0,367500,24
7853000,0,0,270000,0
7853500,0,0,418500,12
7857000,0,0,315000,12
7857500,1,0,600000,60
7860500,0,0,927000,12
7862000,0,0,2250000,36
7862500,0,0,1350000,48
7866000,0,0,1903500,120
7866500,0,0,351000,12
7867000,0,0,423000,12
7868000,0,0,750000,0
7870000,0,0,561000,108
7871000,0,0,675000,0
7873000,0,0,960000,12
7877000,0,0,750000,120
7879000,0,0,736500,12
7881500,0,0,420000,0
7882500,0,0,300000,12
7885500,1,0,900000,12
7886000,0,0,315000,0
7887000,0,0,525000,24
7887500,1,0,300000,12
7891500,0,0,565500,12
7892500,0,0,1650000,72
7894000,0,1,1800000,84
7898500,0,0,430500,12
7899000,0,0,750000,0
7900500,0,0,390000,72
7903000,0,0,1500000,0
7905000,1,0,540000,12
7906500,0,0,2062500,0
7908000,0,1,879000,108
7913500,1,0,426000,0
7918000,0,0,300000,36
7918500,0,0,900000,84
7919500,0,0,2028000,120
7920000,0,0,1500000,12
7922500,1,0,450000,12
7927000,0,0,375000,0
7927500,0,0,525000,96
7928000,0,0,330000,0
7929500,0,0,1710000,12
7930000,0,0,433500,12
7931500,0,2,1383000,12
7932000,0,0,900000,0
7933000,0,0,363000,60
7933500,1,1,1200000,144
7938000,1,0,271500,12
7938500,0,0,900000,24
7939500,0,0,453000,24
7941000,0,0,1500000,120
7941500,0,0,330000,36
7942000,0,1,975000,36
7942500,0,0,1287000,12
7943000,0,0,1410000,72
7943500,0,0,600000,36
7944500,0,0,300000,24
7945500,0,0,825000,12
7946500,0,0,421500,0
7947000,0,0,684000,12
7947500,0,1,847500,0
7948500,0,0,2515500,48
7949500,0,0,750000,84
7950500,0,1,585000,84
7951500,0,0,1875000,108
7956500,1,0,2175000,12
7957500,1,0,1200000,0
7958500,0,1,1200000,12
7959000,0,0,336000,36
7960000,0,0,279000,36
7961000,0,0,430500,12
7961500,0,0,1011000,0
7966500,0,0,900000,24
7967000,0,0,502500,156
7969000,0,0,1843500,192
7969500,1,0,525000,12
7973000,0,0,525000,12
7981000,0,0,420000,12
7984500,1,1,1200000,120
7985000,1,0,363000,12
7986000,0,0,645000,168
7986500,0,0,810000,12
7987000,1,0,436500,0
7987500,0,0,600000,72
7988000,0,0,270000,132
7989000,0,0,372000,12
7991000,0,0,457500,24
7991500,0,0,877500,12
7992500,1,1,1200000,12
7993500,1,0,1050000,12
7994500,0,0,675000,12
7995000,0,0,1050000,84
7996000,0,0,270000,48
7998500,0,0,600000,12
7999500,0,0,690000,12
8000500,0,0,663000,36
8002500,0,0,1749000,96
8003000,0,0,645000,0
8005500,1,0,673500,84
8006000,0,0,600000,0
8007000,0,0,675000,12
8008500,0,0,342000,48
8014000,0,0,375000,12
8014500,0,0,975000,12
8015000,0,1,934500,72
8017000,1,0,900000,36
8018500,0,0,525000,12
8019000,0,0,510000,120
8019500,1,0,600000,12
8021000,0,1,1131000,12
8021500,0,0,397500,0
8022000,1,0,477000,36
8025000,0,0,750000,24
8026500,0,0,1026000,12
8029500,0,0,852000,48
8030000,0,0,1200000,12
8031500,0,0,367500,72
8034000,0,0,1302000,12
8037500,1,0,450000,12
8039500,0,0,1201500,108
8041500,0,1,778500,72
8043000,0,0,540000,36
8046000,0,0,900000,120
8048000,0,0,412500,12
8048500,1,0,1626000,12
8049500,1,1,1005000,24
8054000,0,0,529500,12
8055000,1,1,1800000,12
8059500,1,0,525000,0
8060500,0,0,900000,24
8061500,0,0,688500,12
8063000,0,0,750000,72
8063500,0,0,600000,12
8067000,0,0,670500,12
8069000,0,0,325500,48
8070000,0,0,1050000,12
8072000,0,1,745500,0
8072500,1,0,1335000,12
8074000,0,0,900000,12
8074500,0,0,439500,0
8075000,0,0,720000,12
8075500,0,0,750000,24
8081000,0,0,1131000,84
8082000,0,0,525000,0
8084500,0,0,675000,168
8085000,0,0,418500,0
8085500,1,0,352500,168
8086500,1,0,750000,132
8088500,1,0,1470000,0
8089000,0,0,750000,60
8092500,0,1,699000,192
8093000,1,0,870000,24
8094500,0,0,441000,36
8096000,1,0,450000,12
8098000,0,0,1500000,12
8098500,0,0,1335000,108
8099500,0,0,1800000,72
8100000,0,0,517500,96
8101000,0,0,525000,0
8102000,0,1,1155000,84
8103500,0,0,664500,0
8104000,1,1,1713000,144
8104500,0,0,1500000,72
8105000,0,0,1110000,24
8106500,0,0,1050000,36
8108000,0,0,1474500,0
8108500,0,0,900000,12
8111000,0,0,450000,12
8111500,0,0,270000,12
8114500,1,0,376500,48
8115000,1,2,1693500,0
8118000,0,0,748500,24
8118500,0,1,1653000,36
8120000,0,1,1135500,60
8121000,1,0,900000,12
8122000,1,0,270000,72
8125000,1,0,406500,12
8125500,0,0,405000,144
8129500,0,0,675000,72
8131500,1,0,837000,12
8132000,0,0,318000,12
8132500,0,0,750000,96
8134000,0,0,480000,48
8135000,0,0,525000,36
8136500,1,0,420000,0
8137000,0,0,600000,24
8138500,0,0,819000,120
8141500,0,0,300000,0
8144000,0,0,720000,24
8147000,0,1,813000,48
8147500,0,0,591000,12
8148500,0,0,270000,12
8152500,1,0,450000,0
8153500,0,0,1329000,48
8154500,0,0,270000,36
8155000,0,0,678000,36
8156500,0,0,2250000,96
8159500,0,0,463500,12
8160000,1,0,975000,0
8162500,1,1,477000,12
8165000,1,0,300000,120
8165500,0,0,600000,72
8166500,0,0,630000,0
8167500,0,0,1800000,12
8168500,1,0,304500,12
8169500,0,0,525000,12
8171000,0,0,600000,132
8171500,0,0,675000,12
8173000,0,0,1350000,36
8174500,0,0,840000,0
8176000,0,0,1527000,72
8178500,0,0,315000,12
8180000,0,0,423000,12
8180500,0,0,649500,12
8181000,0,0,270000,0
8181500,0,0,375000,0
8182500,0,0,277500,12
8183000,0,0,543000,84
8183500,0,0,525000,60
8184500,0,0,600000,36
8190500,0,0,318000,12
8191000,0,0,474000,132
8193500,1,1,597000,0
8197000,0,0,750000,108
8202500,0,0,345000,0
8203000,0,0,510000,12
8204000,1,0,886500,0
8206500,0,1,675000,12
8207000,0,0,600000,60
8208000,1,0,307500,12
8209000,1,0,463500,12
8210000,0,0,600000,12
8211500,0,0,1200000,108
8212000,0,0,375000,12
8213500,1,1,1522500,144
8216000,0,0,750000,72
8216500,0,0,388500,0
8217000,1,0,339000,0
8219000,1,0,750000,12
8219500,0,0,525000,0
8224500,1,0,525000,24
8225000,0,1,1590000,0
8225500,0,0,450000,24
8227500,0,0,1500000,36
8231000,0,0,600000,0
8231500,0,0,724500,0
8232000,1,0,600000,0
8232500,0,0,292500,12
8234500,0,0,490500,12
8235500,0,0,1950000,192
8239000,0,0,330000,12
8240500,0,0,330000,12
8241000,0,0,900000,72
8242000,0,0,630000,0
8245000,0,0,375000,12
8245500,0,1,1409190,0
8247500,1,0,559500,36
8254500,0,0,525000,48
8260500,1,0,330000,12
8263000,0,0,1050000,72
8263500,1,0,499500,12
8264500,1,0,337500,12
8266500,1,0,675000,36
8267000,0,0,619500,24
8269000,1,0,487500,60
8269500,0,0,300000,0
8273500,0,0,1500000,0
8274000,1,0,675000,0
8275500,0,1,951000,72
8278000,0,0,465000,12
8278500,1,0,675000,36
8285000,0,0,330000,144
8286000,0,0,1845000,24
8286500,0,0,375000,0
8287500,1,0,562500,12
8289500,0,0,1200000,0
8290000,1,0,525000,60
8290500,0,1,1033500,120
8291500,0,0,330000,12
8292500,0,0,600000,12
8294000,0,0,508500,0
8295500,0,1,1185000,24
8296000,1,1,1350000,192
8297500,0,0,393000,24
8298000,0,0,283500,48
8300000,0,0,675000,48
8303500,1,0,297000,12
8305500,1,0,330000,60
8306000,0,0,2521500,168
8306500,0,0,345000,12
8307000,0,0,811500,0
8309000,0,0,681000,0
8310000,0,0,1032000,48
8310500,0,0,345000,12
8312500,0,2,1435500,120
8314500,0,0,1465500,0
8315000,1,0,396000,60
8315500,0,0,793500,12
8316500,0,0,810000,0
8320000,1,0,600000,0
8324000,0,0,405000,0
8324500,0,0,675000,24
8325000,1,1,405000,12
8327000,0,0,456000,12
8327500,0,0,301500,12
8328500,0,0,585000,60
8329500,0,0,405000,24
8332500,1,0,1800000,0
8336000,0,0,1302000,120
8341000,0,0,339000,0
8343000,1,0,802500,0
8344000,0,0,657000,12
8346000,0,0,300000,0
8346500,0,0,505500,120
8348500,0,0,1950000,24
8349000,1,0,600000,12
8351000,0,1,1039500,144
8351500,0,0,690000,36
8352500,0,0,450000,12
8354500,1,0,900000,12
8357500,0,0,270000,120
8358000,0,0,1200000,60
8358500,0,0,336000,0
8359000,0,0,1377000,84
8360000,0,0,540000,24
8367000,0,0,2466000,72
8367500,0,0,525000,24
8377000,0,0,450000,48
8380000,1,0,682500,12
8381000,0,0,1860000,108
8381500,0,0,750000,0
8382000,0,0,880500,0
8386500,1,0,1500000,0
8387500,0,0,765000,96
8388500,0,0,600000,12
8390500,0,0,454500,48
8391000,0,0,1500000,0
8391500,0,0,435000,0
8393000,0,1,1227000,12
8394500,0,0,690000,120
8395000,0,1,1350000,72
8395500,1,0,450000,24
8396000,0,0,364500,0
8399500,0,0,405000,36
8400000,0,0,525000,0
8407000,0,2,1458000,168
8407500,0,0,444000,24
8408000,0,0,345000,36
8409500,0,1,811500,36
8410500,0,1,2182500,60
8411000,0,0,1200000,108
8414500,1,0,1650000,24
8415500,0,0,1500000,12
8417500,0,1,847500,0
8418000,0,0,1957500,24
8418500,1,0,399000,24
8419500,0,0,378000,72
8421000,0,0,1050000,12
8423500,1,0,525000,12
8424000,0,0,450000,12
8425000,0,1,1725000,12
8425500,0,0,397500,0
8427500,0,0,450000,72
8428000,0,0,517500,0
8430500,0,0,673500,0
8431500,1,0,540000,60
8437500,0,0,490500,12
8438000,0,0,763500,72
8439500,1,0,330000,72
8443000,0,0,750000,180
8444500,0,0,450000,0
8447500,0,0,1200000,96
8450500,0,0,1800000,12
8452000,1,0,534000,36
8457500,0,0,373500,12
8461000,0,0,804000,12
8462500,0,0,540000,168
8463500,0,0,480000,24
8465000,0,0,655500,24
8467000,0,0,2250000,84
8469000,0,0,660000,48
8470000,0,1,750000,12
8473500,1,0,921000,24
8474500,0,0,600000,12
8477000,0,0,375000,36
8478000,0,1,637500,12
8479000,1,0,750000,12
8481000,0,0,525000,12
8482000,1,1,1698000,156
8483500,0,0,900000,24
8485500,0,0,1200000,60
8487500,0,0,750000,60
8488000,1,0,462000,0
8490000,1,0,450000,12
8497000,0,0,570000,0
8499000,0,0,600000,60
8500000,1,0,712500,0
8501000,0,0,1540500,12
8506500,0,0,570000,120
8507000,1,0,975000,12
8511000,0,0,600000,12
8512500,0,0,750000,36
8515500,0,0,900000,12
8516500,0,0,450000,0
8518000,1,0,900000,0
8518500,0,0,343500,12
8523500,0,0,1200000,60
8524000,0,0,450000,12
8525000,1,0,1309500,12
8525500,0,0,270000,0
8526000,0,0,312000,24
8527000,0,1,645000,36
8529500,1,0,807000,180
8531500,0,0,1231500,48
8535000,1,0,675000,36
8540000,0,0,331500,12
8544500,0,0,300000,12
8548500,0,0,417000,12
8549500,0,0,498000,12
8550500,1,0,393000,12
8552000,1,1,2250000,0
8553500,0,0,750000,12
8555000,0,1,618000,120
8558000,1,0,510000,0
8560000,0,0,450000,24
8562000,0,0,744000,72
8564000,0,0,1050000,120
8564500,0,0,600000,0
8565000,0,0,300000,0
8567000,0,0,1200000,0
8570000,1,0,2100000,0
8570500,1,0,475500,0
8573000,0,0,1500000,0
8575500,0,0,675000,72
8577000,0,0,1125000,72
8578000,0,0,750000,24
8579000,0,0,819000,0
8579500,1,0,480000,36
8587000,0,1,720000,120
8590000,0,0,450000,12
8591500,1,0,402000,12
8592000,0,0,705000,12
8593000,0,0,445500,0
8594000,1,1,1125000,24
8596500,0,0,450000,24
8597000,0,0,270000,12
8600000,1,0,1470000,72
8602000,0,0,270000,36
8603500,0,0,435000,48
8605000,0,0,750000,60
8608500,0,0,2082000,72
8609500,0,0,675000,12
8610000,0,0,750000,12
8614500,0,0,333000,12
8615000,0,2,1800000,192
8617500,1,1,1176000,72
8618000,0,0,1096500,156
8618500,1,0,1134000,48
8621500,0,0,1500000,0
8624000,0,0,604500,24
8628000,0,0,1500000,12
8628500,1,0,1200000,12
8631500,0,0,450000,24
8632000,0,0,727500,12
8633000,0,0,1134000,72
8633500,0,1,666000,0
8634000,0,2,1525500,12
8634500,0,0,970500,0
8637000,0,1,765000,24
8640000,0,0,1827000,0
8643000,0,1,975000,12
8644500,0,0,643500,48
8645000,1,0,750000,0
8647000,1,0,630000,0
8648000,0,0,465000,36
8649000,0,0,517500,0
8649500,0,0,337500,0
8650000,0,0,810000,120
8650500,0,0,750000,0
8652000,0,0,450000,12
8652500,0,0,720000,72
8655500,0,0,1602000,12
8659000,0,0,1020000,36
8663000,0,0,766500,0
8665500,0,0,715500,12
8666000,0,0,450000,24
8666500,0,1,450000,0
8667500,0,0,979500,12
8669500,0,0,829500,0
8670500,0,0,600000,12
8671500,0,0,627000,24
8672000,1,0,405000,12
8672500,1,0,1215000,0
8674500,0,0,330000,120
8675000,0,1,2250000,192
8675500,0,0,387000,12
8676000,0,0,487500,12
8677500,1,0,345000,12
8678000,0,0,345000,12
8680000,1,0,600000,120
8681500,0,0,1179000,0
8682500,0,0,330000,60
8683500,1,0,459000,0
8684500,0,0,600000,36
8685000,0,0,390000,12
8688000,0,0,1069500,0
8689500,0,0,1008000,48
8690500,0,0,1500000,12
8693000,0,0,525000,24
8695500,1,0,468000,0
8696500,0,0,300000,12
8697000,0,0,300000,12
8698000,0,0,750000,0
8698500,0,0,360000,12
8699000,0,1,900000,96
8701500,0,0,322500,24
8703000,0,0,1650000,60
8704000,0,0,600000,84
8706500,1,0,654000,12
8707000,0,0,2250000,0
8709000,0,0,795000,60
8711000,0,0,1200000,156
8712000,0,1,1120500,12
8712500,0,0,1222500,48
8713500,0,0,784500,24
8714000,0,0,628500,0
8714500,0,0,1200000,12
8717000,0,0,750000,120
8718000,0,0,1926000,144
8724000,0,0,600000,36
8724500,0,0,342000,0
8725000,0,0,600000,48
8729500,0,0,1200000,12
8735000,0,1,976500,48
8737000,1,0,750000,24
8738500,0,1,1200000,60
8740000,0,0,435000,12
8742000,0,0,1305000,0
8743500,1,0,285000,0
8744000,0,0,607500,36
8746000,1,0,1203000,60
8749000,1,0,1350000,12
8749500,0,0,1050000,180
8751000,0,0,405000,24
8753500,0,1,544500,24
8754000,0,0,330000,36
8755500,0,0,750000,0
8758000,0,2,883500,36
8760500,0,0,618000,24
8762000,0,0,1200000,12
8766000,0,0,900000,36
8766500,1,0,429000,24
8767500,0,1,741000,60
8769500,0,1,1500000,60
8770500,0,0,840000,0
8771000,0,0,442500,12
8773000,0,0,600000,0
8777500,1,0,414000,12
8779500,0,0,330000,24
8782500,0,0,510000,120
8784000,0,0,1500000,60
8785500,0,0,360000,12
8789000,0,0,1500000,120
8790000,0,0,270000,60
8791000,0,0,735000,12
8792000,0,0,331500,12
8792500,0,0,330000,36
8793000,0,0,1200000,24
8794000,0,0,450000,12
8796000,0,2,1650000,36
8796500,0,0,405000,0
8797000,0,0,1200000,0
8797500,0,1,829500,36
8799000,0,0,450000,36
8800000,1,0,675000,24
8802500,0,1,553500,36
8805000,0,0,352500,12
8809000,0,0,772500,48
8810000,1,0,900000,0
8810500,0,0,384000,12
8811500,0,0,967500,12
8812000,0,0,300000,0
8815500,1,0,720000,12
8818500,1,0,270000,24
8819500,0,0,297000,12
8821000,0,0,600000,144
8821500,0,0,450000,0
8823000,0,0,600000,120
8825500,0,0,405000,60
8826000,0,0,600000,0
8827000,0,0,471000,60
8829500,0,0,771000,36
8831500,0,0,375000,12
8833000,0,0,450000,0
8836500,0,0,436500,12
8839000,0,0,457500,0
8839500,0,0,600000,72
8841500,0,0,1200000,72
8842000,1,0,2250000,120
8845000,0,0,1050000,60
8845500,1,0,1248000,24
8847000,1,0,300000,12
8848500,0,0,1500000,12
8850000,0,0,375000,12
8851500,0,0,1200000,120
8852500,0,0,600000,24
8853000,0,0,447000,84
8854000,0,0,780000,0
8854500,0,0,750000,48
8856500,0,0,600000,36
8859000,0,0,570000,0
8859500,1,0,814500,12
8860000,0,0,1140000,180
8860500,0,1,688500,0
8862500,0,0,1050000,24
8865500,0,0,750000,168
8866000,0,0,1500000,36
8871500,0,0,360000,12
8872000,1,0,2250000,0
8873000,0,0,600000,12
8873500,0,0,900000,0
8875500,0,0,472500,12
8876000,1,0,411000,12
8876500,0,1,1311000,96
8877000,0,0,450000,24
8878000,1,0,532500,0
8880000,0,0,270000,36
8880500,0,0,330000,36
8882000,0,0,825000,24
8882500,0,0,370500,168
8883500,0,1,804000,120
8886000,0,0,750000,36
8889000,1,0,394500,12
8890000,1,0,375000,36
8890500,1,0,600000,24
8891500,0,0,750000,0
8892000,1,0,750000,12
8892500,0,0,339000,0
8896000,0,0,1885500,24
8898500,1,0,595500,12
8899500,1,0,900000,0
8901500,0,0,750000,0
8902500,0,2,1296000,96
8904000,0,1,600000,72
8904500,0,1,1500000,60
8906500,0,0,438000,0
8907000,0,0,525000,120
8908000,1,0,384000,60
8908500,0,0,330000,12
8913000,0,0,462000,12
8915000,0,0,447000,0
8916000,0,0,405000,0
8920500,0,0,840000,84
8921500,0,0,355500,24
8922000,0,1,1500000,120
8924000,0,0,480000,12
8924500,0,0,570000,12
8925000,0,0,750000,36
8926000,0,0,825000,36
8927000,0,1,1050000,204
8928000,0,0,2025000,84
8929500,0,0,625500,24
8932000,0,0,1056000,12
8933500,0,1,2244000,132
8934000,0,0,1200000,24
8934500,0,0,1800000,36
8938500,0,0,750000,24
8940000,0,0,2029500,0
8941000,0,0,540000,96
8943000,0,0,330000,0
8944000,0,0,435000,12
8945000,0,0,895500,72
8949500,0,0,600000,24
8951000,1,0,1650000,12
8951500,0,0,2250000,36
8952000,0,0,450000,48
8954500,1,0,1192500,60
8955500,0,0,339000,0
8957000,0,1,675000,12
8959000,0,0,600000,168
8960500,0,0,562500,120
8961500,0,0,535500,12
8964000,0,0,375000,24
8965500,0,0,270000,0
8967500,0,0,387000,12
8970500,0,1,688500,24
8973000,0,0,825000,12
8976500,0,0,2397000,0
8977000,0,1,1500000,48
8979500,0,1,841500,36
8982500,1,0,570000,12
8984000,0,0,375000,0
8984500,0,0,750000,0
8985000,0,0,303000,12
8987500,0,0,633000,0
8989000,0,0,600000,156
8989500,0,0,360000,180
8996000,0,0,345000,0
9000500,0,0,375000,12
9002000,0,0,1800000,132
9002500,0,0,534000,72
9006500,0,0,900000,36
9007000,0,0,523500,120
9008500,0,0,300000,24
9010500,0,0,514500,120
9012000,0,0,450000,24
9012500,0,0,975000,48
9015500,0,0,300000,12
9016500,0,0,450000,60
9017000,0,0,498000,72
9021500,0,0,289500,12
9022500,0,0,675000,60
9023500,0,0,480000,12
9026500,0,0,1246500,0
9028000,0,0,300000,0
9029500,0,0,2250000,84
9030500,1,0,343500,0
9032500,0,0,397500,12
9035000,1,0,499500,12
9035500,0,0,606000,12
9036000,0,0,600000,144
9036500,0,1,978000,84
9050500,0,0,525000,72
9051000,0,0,375000,0
9054000,0,1,1333500,12
9055500,0,0,480000,72
9057000,1,0,525000,12
9059000,0,0,825000,36
9059500,1,0,622500,12
9060000,0,0,270000,0
9060500,0,0,1200000,72
9062000,0,0,975000,60
9063000,1,0,525000,0
9065500,0,0,1555500,0
9067500,0,0,340500,12
9068000,0,2,1245000,12
9068500,0,0,405000,0
9069000,0,0,610500,12
9069500,0,0,750000,12
9070500,1,0,624000,12
9071000,0,0,322500,12
9071500,0,0,450000,12
9072500,0,0,450000,132
9073000,1,0,301500,0
9073500,0,0,1425000,0
9074000,1,0,375000,36
9075500,1,0,1593000,12
9076000,0,0,450000,36
9076500,0,0,600000,180
9077500,0,0,574500,24
9079000,0,0,538500,36
9079500,0,0,1119000,12
9080000,0,0,300000,24
9081000,0,0,690000,48
9081500,0,0,1350000,36
9085500,0,0,450000,0
9086000,0,0,360000,24
9086500,0,1,1230000,48
9088000,0,0,390000,84
9090000,0,0,1050000,144
9090500,0,0,645000,12
9092500,1,0,540000,12
9093500,0,0,345000,12
9094000,0,0,900000,0
9095500,0,0,477000,12
9097000,1,0,375000,0
9097500,0,0,390000,24
9101500,1,0,300000,12
9102000,0,0,1425000,0
9103000,0,0,849000,12
9103500,1,0,318000,12
9105500,0,0,771000,60
9109500,0,1,1950000,168
9110500,0,0,721500,72
9112000,0,0,426000,60
9113000,1,0,580500,0
9114000,0,0,675000,12
9115000,0,0,588000,48
9115500,0,0,409500,12
9116000,0,0,673500,12
9116500,0,0,778500,36
9117000,0,1,1134000,12
9117500,0,0,375000,24
9119000,0,0,420000,36
9121500,0,0,600000,180
9124500,0,0,600000,144
9129000,1,0,525000,0
9129500,0,2,688500,12
9130500,0,0,600000,24
9131500,0,0,726000,24
9134000,0,0,438000,36
9136000,0,0,753000,84
9136500,1,0,540000,12
9138000,0,0,1200000,0
9139500,0,0,360000,0
9140500,0,0,345000,0
9142500,0,0,540000,120
9146000,0,0,300000,0
9149000,0,1,1429500,60
9149500,0,0,360000,12
9152000,0,0,1200000,0
9153500,0,0,417000,12
9154000,1,0,304500,84
9157500,1,0,750000,24
9158500,1,0,270000,48
9159000,1,0,1125000,12
9160000,0,1,1383000,12
9160500,0,0,1992000,12
9163000,1,0,457500,12
9164500,0,0,825000,0
9166000,0,0,270000,12
9167500,0,0,540000,0
9169000,0,0,1500000,60
9170500,1,0,900000,0
9171000,0,0,2616000,12
9174500,0,0,390000,12
9175000,0,0,681000,60
9179500,1,0,411000,12
9182000,0,0,619500,12
9182500,0,0,1191000,12
9183000,1,0,1050000,36
9184500,1,0,270000,12
9190500,1,0,1302000,168
9193000,0,0,304500,12
9194500,0,0,450000,36
9196000,0,0,600000,24
9197000,0,0,525000,0
9198000,0,0,349500,12
9204500,0,0,1603500,108
9205000,0,0,487500,0
9205500,0,1,1173000,12
9208000,0,0,346500,0
9209000,0,0,450000,0
9209500,0,0,360000,12
9210000,0,0,2250000,120
9215500,0,0,750000,0
9219000,0,2,1120500,12
9220500,0,0,1056000,12
9221500,0,0,949500,12
9223000,0,0,750000,24
9225000,0,0,540000,12
9225500,1,0,450000,12
9227500,0,0,1800000,84
9228000,0,0,532500,12
9228500,0,1,1455000,168
9232000,0,0,955500,12
9234000,0,0,1200000,48
9235000,0,0,1050000,36
9235500,0,0,598500,72
9238000,0,0,360000,0
9239000,0,0,556500,12
9239500,0,0,375000,60
9246500,0,0,325500,36
9247500,0,0,450000,0
9248000,0,0,675000,60
9248500,0,0,1200000,24
9250000,0,0,315000,0
9256000,0,0,495000,12
9261000,0,0,1500000,0
9267500,0,1,1815000,12
9268000,0,0,330000,12
9269500,1,0,811500,0
9274500,1,0,1077000,72
9276000,0,1,960000,12
9277000,0,0,300000,0
9277500,1,0,780000,48
9281500,0,0,900000,180
9288000,0,2,1440000,204
9291000,0,0,270000,0
9292000,0,0,1200000,108
9294500,0,0,600000,60
9295000,0,0,780000,12
9297500,0,0,600000,72
9299500,0,0,450000,36
9300500,0,0,1200000,84
9301000,0,0,450000,12
9301500,0,0,270000,0
9302000,1,0,475500,24
9304000,1,0,1200000,72
9305000,0,0,1950000,0
9305500,0,0,270000,60
9309000,1,2,2301000,12
9310000,0,0,495000,0
9311000,1,0,483000,24
9312500,0,0,360000,0
9314000,0,0,390000,48
9314500,0,0,1200000,48
9315000,0,0,1207500,12
9316500,0,0,330000,168
9317000,0,0,270000,0
9319500,0,0,270000,0
9323000,1,0,420000,0
9325500,0,0,546000,12
9326500,0,1,2640000,0
9329000,0,0,300000,12
9329500,0,0,447000,12
9334000,0,0,453000,36
9334500,1,0,600000,0
9336500,0,0,334500,24
9342000,0,0,450000,12
9343000,0,0,670500,12
9346000,1,0,501000,12
9349500,0,0,499500,0
9350500,0,0,556500,48
9351000,0,0,475500,12
9352000,0,0,450000,24
9354000,0,0,450000,0
9355000,0,0,900000,12
9357000,0,2,1155000,60
9357500,0,0,306000,12
9358000,0,0,300000,12
9358500,0,0,360000,0
9359000,0,0,375000,48
9362000,0,0,610500,60
9362500,1,0,750000,192
9363000,0,0,738000,12
9365000,1,0,1080000,12
9365500,1,1,679500,24
9366000,1,0,330000,12
9367500,0,0,477000,12
9368500,0,0,649500,12
9369000,1,1,619500,24
